id,x,y,Unnamed: 0
516,0.0,1.6099999999999994,0.0
516,1.17,1.599999999999998,0.0
516,2.39,1.599999999999998,0.0
516,3.64,1.599999999999998,0.0
516,4.9,1.59,0.0
516,6.18,1.59,0.0
516,7.449999999999998,1.5799999999999983,0.0
516,8.72,1.5799999999999983,0.0
516,10.03,1.5700000000000005,0.0
516,11.34,1.5700000000000005,0.0
516,12.65,1.5599999999999987,0.0
516,13.97,1.5599999999999987,0.0
516,15.29,1.5499999999999972,0.0
516,16.61,1.5499999999999972,0.0
516,17.91,1.5399999999999991,0.0
516,19.21,1.5399999999999991,0.0
516,20.51,1.5299999999999976,0.0
516,21.83,1.5299999999999976,0.0
516,23.14,1.5199999999999996,0.0
516,24.46,1.5199999999999996,0.0
516,25.77,1.509999999999998,0.0
516,27.08,1.5,0.0
516,28.39,1.5,0.0
516,29.69,1.4899999999999984,0.0
516,30.99,1.4899999999999984,0.0
516,32.28,1.4799999999999969,0.0
516,33.56,1.4799999999999969,0.0
516,34.83,1.4699999999999989,0.0
516,36.11,1.4699999999999989,0.0
516,37.4,1.4599999999999973,0.0
516,38.7,1.4599999999999973,0.0
516,39.98,1.4499999999999993,0.0
516,41.27,1.4499999999999993,0.0
516,42.56,1.4399999999999975,0.0
516,43.85,1.4399999999999975,0.0
516,45.15,1.4399999999999975,0.0
516,46.43,1.4299999999999995,0.0
516,47.71,1.4299999999999995,0.0
516,48.99,1.4299999999999995,0.0
516,50.28,1.4199999999999982,0.0
516,51.56,1.4199999999999982,0.0
516,52.84,1.4199999999999982,0.0
516,54.13,1.41,0.0
516,55.41,1.41,0.0
516,56.7,1.41,0.0
516,57.99,1.3999999999999986,0.0
516,59.28,1.3999999999999986,0.0
516,60.57,1.3999999999999986,0.0
516,61.85,1.3999999999999986,0.0
516,63.13,1.389999999999997,0.0
516,64.39,1.389999999999997,0.0
516,65.65,1.389999999999997,0.0
516,66.92,1.389999999999997,0.0
516,68.2,1.389999999999997,0.0
516,69.47,1.379999999999999,0.0
516,70.76,1.379999999999999,0.0
516,72.05,1.379999999999999,0.0
516,73.34,1.379999999999999,0.0
516,74.62,1.379999999999999,0.0
516,75.9,1.379999999999999,0.0
516,77.18,1.379999999999999,0.0
516,78.45,1.379999999999999,0.0
516,79.73,1.379999999999999,0.0
516,81.01,1.379999999999999,0.0
516,82.29,1.379999999999999,0.0
516,83.56,1.389999999999997,0.0
516,84.83,1.389999999999997,0.0
