id,x,y,Unnamed: 0
515,0.0,1.0099999999999998,0.0
515,1.2700000000000005,1.0099999999999998,0.0
515,2.5500000000000003,1.0199999999999996,0.0
515,3.83,1.0199999999999996,0.0
515,5.1000000000000005,1.0299999999999994,0.0
515,6.380000000000001,1.04,0.0
515,7.65,1.04,0.0
515,8.92,1.0499999999999998,0.0
515,10.19,1.0499999999999998,0.0
515,11.45,1.0599999999999996,0.0
515,12.71,1.0599999999999996,0.0
515,13.97,1.0699999999999994,0.0
515,15.23,1.0699999999999994,0.0
515,16.490000000000002,1.08,0.0
515,17.75,1.08,0.0
515,19.02,1.09,0.0
515,20.290000000000006,1.09,0.0
515,21.56,1.0999999999999996,0.0
515,22.82,1.0999999999999996,0.0
515,24.08,1.0999999999999996,0.0
515,25.35,1.1099999999999994,0.0
515,26.62,1.1099999999999994,0.0
515,27.880000000000006,1.12,0.0
515,29.14,1.12,0.0
515,30.4,1.12,0.0
515,31.65,1.12,0.0
515,32.91,1.13,0.0
515,34.16,1.13,0.0
515,35.42,1.13,0.0
515,36.67,1.13,0.0
515,37.93,1.13,0.0
515,39.2,1.1399999999999997,0.0
515,40.47,1.1399999999999997,0.0
515,41.73,1.1399999999999997,0.0
515,42.98,1.1399999999999997,0.0
515,44.23,1.1399999999999997,0.0
515,45.48,1.1399999999999997,0.0
515,46.73,1.1399999999999997,0.0
515,47.98,1.1399999999999997,0.0
515,49.22,1.1399999999999997,0.0
515,50.47,1.1399999999999997,0.0
515,51.71,1.1399999999999997,0.0
515,52.96,1.1399999999999997,0.0
515,54.2,1.1399999999999997,0.0
515,55.44,1.1399999999999997,0.0
515,56.68,1.1399999999999997,0.0
515,57.92,1.1399999999999997,0.0
515,59.16,1.1399999999999997,0.0
515,60.4,1.1399999999999997,0.0
515,61.63,1.1399999999999997,0.0
515,62.86,1.1399999999999997,0.0
515,64.09,1.1399999999999997,0.0
515,65.31,1.13,0.0
515,66.55,1.13,0.0
515,67.78,1.13,0.0
515,69.01,1.13,0.0
515,70.23,1.13,0.0
515,71.46000000000002,1.13,0.0
515,72.69,1.13,0.0
515,73.92,1.13,0.0
515,75.15,1.13,0.0
515,76.37,1.13,0.0
515,77.59,1.13,0.0
515,78.81,1.13,0.0
515,80.02,1.13,0.0
515,81.23,1.13,0.0
515,82.44,1.13,0.0
515,83.65,1.13,0.0
515,84.87,1.13,0.0
515,86.08,1.13,0.0
515,87.29,1.13,0.0
515,88.5,1.13,0.0
515,89.71000000000002,1.13,0.0
515,90.92,1.13,0.0
515,92.13,1.13,0.0
515,93.34,1.13,0.0
515,94.55,1.1399999999999997,0.0
515,95.75,1.1399999999999997,0.0
515,96.94,1.1399999999999997,0.0
515,98.14,1.1399999999999997,0.0
515,99.33,1.1399999999999997,0.0
515,100.52,1.1499999999999997,0.0
515,101.72,1.1499999999999997,0.0
515,102.91,1.1499999999999997,0.0
515,104.1,1.16,0.0
515,105.3,1.16,0.0
515,106.49,1.16,0.0
515,107.68,1.17,0.0
515,108.87,1.17,0.0
515,110.06,1.1799999999999995,0.0
515,111.24,1.1799999999999995,0.0
515,112.43,1.1899999999999995,0.0
515,113.61,1.1899999999999995,0.0
515,114.78,1.2000000000000002,0.0
515,115.97,1.21,0.0
515,117.16,1.21,0.0
515,118.35,1.2199999999999998,0.0
515,119.54,1.2199999999999998,0.0
515,120.72,1.2299999999999995,0.0
515,121.91,1.2400000000000002,0.0
515,123.1,1.2400000000000002,0.0
515,124.28,1.25,0.0
515,125.46,1.25,0.0
515,126.63,1.2599999999999998,0.0
515,127.82,1.2699999999999996,0.0
515,128.98999999999998,1.2699999999999996,0.0
515,130.17,1.2799999999999994,0.0
515,131.36,1.2799999999999994,0.0
515,132.54,1.29,0.0
515,133.71,1.2999999999999998,0.0
515,134.88,1.2999999999999998,0.0
515,136.06,1.3099999999999996,0.0
515,137.24,1.3099999999999996,0.0
515,138.42,1.3199999999999994,0.0
515,139.6,1.3199999999999994,0.0
515,140.78,1.3199999999999994,0.0
515,141.95,1.33,0.0
515,143.13,1.33,0.0
515,144.31,1.34,0.0
515,145.49,1.34,0.0
515,146.68,1.34,0.0
515,147.86,1.3499999999999996,0.0
515,149.04,1.3499999999999996,0.0
515,150.23,1.3499999999999996,0.0
515,151.42,1.3499999999999996,0.0
515,152.6,1.3599999999999994,0.0
515,153.79,1.3599999999999994,0.0
515,154.98,1.3599999999999994,0.0
515,156.16,1.3599999999999994,0.0
515,157.34,1.3599999999999994,0.0
515,158.53,1.3599999999999994,0.0
515,159.71,1.3599999999999994,0.0
515,160.89,1.3599999999999994,0.0
515,162.07,1.3599999999999994,0.0
515,163.25,1.3599999999999994,0.0
515,164.43,1.3599999999999994,0.0
515,165.61,1.3599999999999994,0.0
515,166.79,1.3599999999999994,0.0
515,167.97,1.3599999999999994,0.0
515,169.16,1.3599999999999994,0.0
515,170.34,1.3599999999999994,0.0
515,171.53,1.3599999999999994,0.0
515,172.71,1.3599999999999994,0.0
515,173.9,1.3599999999999994,0.0
515,175.09,1.3599999999999994,0.0
515,176.27,1.3499999999999996,0.0
515,177.45,1.3499999999999996,0.0
515,178.64,1.3499999999999996,0.0
515,179.82,1.3499999999999996,0.0
515,181.0,1.3499999999999996,0.0
515,182.18,1.3499999999999996,0.0
515,183.36,1.34,0.0
515,184.54,1.34,0.0
515,185.71,1.34,0.0
515,186.89,1.34,0.0
515,188.07,1.33,0.0
515,189.25,1.33,0.0
515,190.43,1.33,0.0
515,191.61,1.3199999999999994,0.0
515,192.79,1.3199999999999994,0.0
515,193.97,1.3199999999999994,0.0
515,195.16,1.3099999999999996,0.0
515,196.33,1.3099999999999996,0.0
515,197.51,1.2999999999999998,0.0
515,198.68,1.2999999999999998,0.0
515,199.85,1.29,0.0
515,201.03,1.29,0.0
515,202.21,1.29,0.0
515,203.38,1.2799999999999994,0.0
515,204.55,1.2799999999999994,0.0
515,205.73,1.2699999999999996,0.0
515,206.91,1.2699999999999996,0.0
515,208.08,1.2599999999999998,0.0
515,209.26,1.25,0.0
515,210.43,1.25,0.0
515,211.6,1.2400000000000002,0.0
515,212.76,1.2400000000000002,0.0
515,213.94,1.2299999999999995,0.0
515,215.11,1.2199999999999998,0.0
515,216.28,1.2199999999999998,0.0
515,217.45,1.21,0.0
515,218.62,1.2000000000000002,0.0
515,219.79,1.2000000000000002,0.0
515,220.97,1.1899999999999995,0.0
515,222.14,1.1899999999999995,0.0
515,223.31,1.1799999999999995,0.0
515,224.48,1.17,0.0
515,225.65,1.17,0.0
515,226.82,1.16,0.0
515,228.0,1.16,0.0
515,229.17,1.1499999999999997,0.0
515,230.34,1.1399999999999997,0.0
515,231.51,1.1399999999999997,0.0
515,232.68,1.13,0.0
515,233.84,1.13,0.0
515,235.01,1.12,0.0
515,236.18,1.12,0.0
515,237.35,1.1099999999999994,0.0
515,238.52,1.1099999999999994,0.0
515,239.69,1.0999999999999996,0.0
515,240.86,1.09,0.0
515,242.03,1.09,0.0
515,243.19,1.08,0.0
515,244.36,1.0699999999999994,0.0
515,245.53,1.0699999999999994,0.0
515,246.69,1.0599999999999996,0.0
515,247.86,1.0499999999999998,0.0
515,249.02,1.0499999999999998,0.0
515,250.18,1.04,0.0
515,251.34,1.04,0.0
515,252.5,1.0299999999999994,0.0
515,253.66,1.0299999999999994,0.0
515,254.82,1.0299999999999994,0.0
515,255.99,1.0199999999999996,0.0
515,257.15,1.0199999999999996,0.0
515,258.31,1.0099999999999998,0.0
515,259.47,1.0099999999999998,0.0
515,260.61999999999995,1.0099999999999998,0.0
515,261.77,1.0,0.0
515,262.92,1.0,0.0
515,264.07,1.0,0.0
515,265.21,1.0,0.0
515,266.36,1.0,0.0
515,267.51,0.9900000000000002,0.0
515,268.66,0.9900000000000002,0.0
515,269.80999999999995,0.9900000000000002,0.0
515,270.95,0.9900000000000002,0.0
515,272.11,0.9900000000000002,0.0
515,273.26,0.9900000000000002,0.0
515,274.41,0.9900000000000002,0.0
515,275.55999999999995,0.9900000000000002,0.0
515,276.72,0.9900000000000002,0.0
515,277.86999999999995,0.9900000000000002,0.0
515,279.03,0.9900000000000002,0.0
515,280.19,0.9900000000000002,0.0
515,281.36999999999995,0.9900000000000002,0.0
515,282.51,0.9900000000000002,0.0
515,283.65,0.9799999999999996,0.0
515,284.78,0.9799999999999996,0.0
515,285.92,0.9799999999999996,0.0
515,287.0499999999999,0.9799999999999996,0.0
515,288.19,0.9799999999999996,0.0
515,289.32,0.9799999999999996,0.0
515,290.46,0.9799999999999996,0.0
515,291.59,0.9799999999999996,0.0
515,292.73,0.9799999999999996,0.0
515,293.86,0.9799999999999996,0.0
515,295.0,0.9799999999999996,0.0
515,296.13,0.9799999999999996,0.0
515,297.28,0.9799999999999996,0.0
515,298.41,0.9799999999999996,0.0
515,299.5499999999999,0.9799999999999996,0.0
515,300.69,0.9699999999999998,0.0
515,301.83,0.9699999999999998,0.0
515,302.96,0.9699999999999998,0.0
515,304.09,0.9699999999999998,0.0
515,305.23,0.9699999999999998,0.0
515,306.36,0.96,0.0
515,307.5,0.96,0.0
515,308.63,0.96,0.0
515,309.76,0.96,0.0
515,310.89,0.9500000000000002,0.0
515,312.03,0.9500000000000002,0.0
515,313.16,0.9399999999999996,0.0
515,314.2999999999999,0.9399999999999996,0.0
515,315.44,0.9299999999999996,0.0
515,316.58,0.9299999999999996,0.0
515,317.71,0.9299999999999996,0.0
515,318.83,0.92,0.0
515,319.96,0.92,0.0
515,321.09,0.91,0.0
515,322.22,0.91,0.0
515,323.35,0.8999999999999995,0.0
515,324.48,0.8999999999999995,0.0
515,325.61999999999995,0.8899999999999997,0.0
515,326.75,0.8899999999999997,0.0
515,327.88,0.8899999999999997,0.0
515,329.01,0.8799999999999999,0.0
515,330.15,0.8799999999999999,0.0
515,331.27,0.8700000000000001,0.0
515,332.4,0.8599999999999994,0.0
515,333.53,0.8599999999999994,0.0
515,334.67,0.8499999999999996,0.0
515,335.7999999999999,0.8499999999999996,0.0
515,336.92999999999995,0.8399999999999999,0.0
515,338.07,0.8300000000000001,0.0
515,339.21,0.8199999999999994,0.0
515,340.35,0.8199999999999994,0.0
515,341.4899999999999,0.8099999999999996,0.0
515,342.61999999999995,0.7999999999999998,0.0
515,343.76,0.79,0.0
515,344.9,0.7799999999999994,0.0
515,346.04,0.7699999999999996,0.0
515,347.17999999999995,0.7699999999999996,0.0
515,348.30999999999995,0.7599999999999998,0.0
515,349.45,0.75,0.0
515,350.59,0.7400000000000002,0.0
515,351.72,0.7199999999999998,0.0
515,352.86,0.71,0.0
515,354.0,0.7000000000000002,0.0
515,355.13,0.6899999999999995,0.0
515,356.27,0.6699999999999999,0.0
515,357.4,0.6600000000000001,0.0
