id,x,y,Unnamed: 0
514,0.0,2.0299999999999976,0.0
514,1.56,2.039999999999999,0.0
514,3.11,2.039999999999999,0.0
514,4.66,2.039999999999999,0.0
514,6.22,2.039999999999999,0.0
514,7.77,2.039999999999999,0.0
514,9.33,2.0500000000000007,0.0
514,10.87,2.0500000000000007,0.0
514,12.42,2.0500000000000007,0.0
514,13.96,2.0500000000000007,0.0
514,15.5,2.0500000000000007,0.0
514,17.05,2.0599999999999987,0.0
514,18.6,2.0599999999999987,0.0
514,20.15,2.0599999999999987,0.0
514,21.71,2.0599999999999987,0.0
514,23.27,2.0700000000000003,0.0
514,24.84,2.0700000000000003,0.0
514,26.4,2.0700000000000003,0.0
514,27.96,2.0799999999999983,0.0
514,29.51,2.0799999999999983,0.0
514,31.07,2.0799999999999983,0.0
514,32.62,2.09,0.0
514,34.17,2.09,0.0
514,35.71,2.099999999999998,0.0
514,37.27,2.099999999999998,0.0
514,38.83,2.1099999999999994,0.0
514,40.38,2.119999999999997,0.0
514,41.92,2.119999999999997,0.0
514,43.48,2.129999999999999,0.0
514,45.03,2.140000000000001,0.0
514,46.58,2.140000000000001,0.0
514,48.11,2.1499999999999986,0.0
514,49.65,2.16,0.0
514,51.19,2.16,0.0
514,52.73,2.1699999999999977,0.0
514,54.28,2.18,0.0
514,55.84,2.1899999999999977,0.0
514,57.4,2.1999999999999997,0.0
514,58.95,2.1999999999999997,0.0
514,60.51,2.2099999999999973,0.0
514,62.06,2.2199999999999993,0.0
514,63.61,2.2300000000000004,0.0
514,65.16,2.2399999999999984,0.0
514,66.7,2.25,0.0
514,68.24,2.259999999999998,0.0
514,69.78999999999999,2.27,0.0
514,71.33999999999997,2.2799999999999976,0.0
514,72.89999999999998,2.289999999999999,0.0
514,74.44999999999997,2.289999999999999,0.0
514,76.0,2.3000000000000007,0.0
514,77.53999999999998,2.3099999999999987,0.0
514,79.07,2.3200000000000003,0.0
514,80.61999999999998,2.3299999999999983,0.0
514,82.16,2.34,0.0
514,83.71,2.349999999999998,0.0
514,85.25,2.349999999999998,0.0
514,86.8,2.3599999999999994,0.0
514,88.36,2.369999999999997,0.0
514,89.91999999999999,2.379999999999999,0.0
514,91.47,2.379999999999999,0.0
514,93.03,2.390000000000001,0.0
